image_filename,page_width_px,page_height_px,cols,rows,frame_width_px,frame_height_px_floor,frame_height_px_exact,frame_count
2aa7f390-98d6-497d-9897-fcf48577db83.jpg,1080,1446,6,4,180,361,361.5,24
